tempo,rms_mean,rms_std,zcr_mean,zcr_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,chroma_mean,chroma_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,track_id,genre,split
112.34714673913044,0.16082078218460083,0.026559825986623764,0.04580924680727554,0.02545684621056143,1364.8389951768088,468.77225215740447,1623.9894593446068,326.1084886067204,2769.0832557323915,940.3225551518017,0.0009752041660249233,0.002612256444990635,0.27819862961769104,0.29653415083885193,-149.4145050048828,60.87576675415039,126.96722412109375,31.582904815673828,-30.044063568115234,18.599138259887695,56.96387481689453,11.462852478027344,6.542502403259277,9.900124549865723,11.190070152282715,8.235023498535156,-0.25399836897850037,8.254352569580078,3.6682827472686768,8.986668586730957,-9.758397102355957,8.567245483398438,-0.29630592465400696,7.158657073974609,-1.4683972597122192,7.669665813446045,4.881493091583252,7.179821014404297,-3.079719066619873,8.536653518676758,93521,Electronic,test
135.99917763157896,0.219991073012352,0.03293221443891525,0.06860635227052672,0.0335224328992993,2220.983162286341,629.3683803660526,2586.7247701382607,332.91314126766474,5063.496853971001,1350.400018187146,0.008726175874471664,0.01224228274077177,0.22321315109729767,0.27615973353385925,-59.92721176147461,40.70628356933594,76.63308715820312,23.069242477416992,10.396285057067871,14.898865699768066,20.76680564880371,7.30419921875,3.528170585632324,6.366753101348877,12.720666885375977,8.531250953674316,-4.231809139251709,7.311424255371094,3.367525339126587,7.551502704620361,-5.172423839569092,7.601583480834961,-1.5231021642684937,6.32730770111084,-3.126490831375122,7.166464805603027,-0.06597176939249039,7.04729700088501,-6.191295623779297,7.998775005340576,115811,Electronic,training
135.99917763157896,0.2002720981836319,0.03815064951777458,0.07593548787277304,0.028243287136066667,2091.9101257040716,652.8286551386998,2505.891017876117,461.6759177451552,4745.202419242593,1651.2542032820563,0.009227962233126163,0.01257976982742548,0.27670997381210327,0.27694982290267944,-70.50714874267578,58.690914154052734,94.0564956665039,26.555150985717773,17.799123764038086,25.539960861206055,22.927663803100586,13.001447677612305,10.835672378540039,12.617713928222656,13.908086776733398,12.373988151550293,-4.88547420501709,8.442095756530762,3.624070405960083,8.170308113098145,-5.2504448890686035,7.821487903594971,-2.4712352752685547,6.051759243011475,-3.3462629318237305,10.764192581176758,0.3154275715351105,10.690857887268066,-5.098272800445557,10.533534049987793,115814,Electronic,training
89.10290948275862,0.19959516823291779,0.03850184753537178,0.0916992943938807,0.06675902104497042,2884.6723653323593,627.666697041939,2863.4691806647293,241.83783517070543,6431.363976417264,1105.181139438271,0.043719641864299774,0.04833044484257698,0.34729406237602234,0.27799278497695923,-28.755847930908203,56.74502182006836,61.27695846557617,24.987123489379883,1.4434751272201538,20.582477569580078,8.740921020507812,16.231550216674805,-1.971220850944519,10.431843757629395,5.74655294418335,6.553149223327637,-3.98191237449646,8.383283615112305,4.789470672607422,9.234832763671875,2.733832359313965,8.163719177246094,6.921014308929443,8.367396354675293,1.10637366771698,8.10820198059082,7.016195297241211,6.29848051071167,-5.96316385269165,10.497572898864746,110106,Electronic,validation
135.99917763157896,0.2510688900947571,0.05829790607094765,0.25875540097308286,0.10387295622588838,4675.559037241804,619.1405846158991,3334.6251485472094,161.53537948425912,8691.432933378921,470.57374626525086,0.1209777444601059,0.07053876668214798,0.4972419738769531,0.2796626687049866,8.18459415435791,28.855751037597656,19.990121841430664,18.95891571044922,35.153873443603516,15.377278327941895,18.272079467773438,11.310489654541016,10.123021125793457,9.024476051330566,22.933856964111328,8.355491638183594,3.5637247562408447,7.3975348472595215,8.12167739868164,6.631756782531738,9.043856620788574,6.205493927001953,8.197362899780273,6.418856620788574,3.2170188426971436,5.837371349334717,5.590303897857666,6.135983467102051,-1.6388477087020874,5.679599285125732,79606,Electronic,training
123.046875,0.12399492412805557,0.09391182661056519,0.026535742792182664,0.041570909783320585,2601.684193384538,635.9802824729685,3058.891806757468,380.1164894176008,6432.252771714155,1314.5884108361647,0.006704349536448717,0.012557465583086014,0.7568538188934326,0.28408271074295044,-232.38104248046875,94.65509033203125,33.62057113647461,32.86886978149414,17.167865753173828,14.936609268188477,28.176666259765625,10.77250862121582,5.558125972747803,7.707160949707031,15.91827392578125,8.110481262207031,3.02095365524292,8.513341903686523,11.118426322937012,8.254685401916504,3.348045825958252,8.647665977478027,10.220884323120117,7.146615982055664,5.293615818023682,6.648216724395752,9.877284049987793,7.7057952880859375,5.318666934967041,6.98255729675293,15469,Experimental,training
161.4990234375,0.0899721309542656,0.02322227694094181,0.057425808481797055,0.022015247342387852,1258.6222688691141,749.7256607447156,1602.8093351680973,645.8234419991644,2255.2402487473373,2093.5593103299,0.0015821674605831504,0.004789355676621199,0.21230611205101013,0.297412633895874,-353.3919372558594,95.94355773925781,109.79778289794922,28.81805419921875,18.778480529785156,17.060665130615234,35.39387512207031,18.20269203186035,-4.162362575531006,12.313628196716309,-25.53724479675293,14.257884979248047,-33.64381790161133,14.284729957580566,-23.46105194091797,14.459012031555176,-11.80488109588623,16.326213836669922,-13.85413932800293,15.38145637512207,-25.0274600982666,16.00450325012207,-12.066961288452148,13.324146270751953,-19.098588943481445,19.96889305114746,110208,Experimental,test
143.5546875,0.06924106180667877,0.036253880709409714,0.07724563988671572,0.05515750125265711,1538.7814187906422,701.2321302745017,1875.480283851229,458.76030371035364,3357.6201565223178,1704.1185956579147,0.00146825285628438,0.003234925912693143,0.3159143626689911,0.30228903889656067,-274.2099609375,79.51407623291016,123.3924560546875,29.32122039794922,6.117624759674072,26.991069793701172,47.1137580871582,22.996658325195312,-0.623935341835022,18.785917282104492,13.089444160461426,16.525951385498047,7.070979595184326,18.980175018310547,7.462538719177246,14.414093971252441,0.329292356967926,13.254796981811523,4.114169597625732,14.26050090789795,0.2371104657649994,12.07528305053711,1.3347927331924438,12.737824440002441,2.7437350749969482,12.257671356201172,15543,Experimental,training
129.19921875,0.12071115523576736,0.04347089305520058,0.025153481433965917,0.02066770051499864,980.9547085130488,784.9126012968611,1813.4654221695264,711.1763361127588,1748.4593989034663,2084.5998370667276,0.001024121418595314,0.0031242852564901114,0.3011316657066345,0.31943944096565247,-285.251220703125,80.59161376953125,135.47877502441406,31.30246353149414,44.082942962646484,17.61298179626465,33.20320510864258,11.907462120056152,27.01293182373047,10.948525428771973,15.674062728881836,13.619645118713379,17.926198959350586,9.489624977111816,2.5632431507110596,11.109647750854492,6.317992687225342,9.136212348937988,7.100599765777588,8.831796646118164,-1.293738603591919,9.373576164245605,6.799424171447754,8.223302841186523,-0.3256693184375763,7.8213605880737305,81365,Experimental,training
112.34714673913044,0.27794569730758667,0.014959356747567654,0.061452009360487614,0.006446103694838416,1074.1451391948299,93.29733610313872,1202.7187384495035,88.1496356850596,1681.1148345285894,291.3011749564547,0.0004983763792552054,0.00027814164059236646,0.25907236337661743,0.28366872668266296,-99.5087890625,22.236141204833984,176.07691955566406,9.358463287353516,-40.36263656616211,9.037242889404297,2.961862802505493,8.414506912231445,-35.13153076171875,8.138648986816406,-20.883638381958008,7.215398788452148,-19.38912010192871,7.186698913574219,-6.723011493682861,5.794507026672363,-15.340300559997559,6.1899919509887695,-10.6309814453125,6.136444568634033,-12.476716995239258,5.441910743713379,-1.9042927026748657,5.586950302124023,-2.0336079597473145,6.41240930557251,113558,Experimental,training
112.34714673913044,0.17924758791923523,0.07813414186239243,0.07535908150174284,0.02880796157904206,1470.2179482875636,535.9278643092898,1706.0212341526128,384.1621578536178,2586.31116185975,1205.7765222521527,0.0024653878062963486,0.00811137817800045,0.25560808181762695,0.295274019241333,-139.68218994140625,57.04456329345703,124.88162994384766,27.142623901367188,-19.55556869506836,19.306076049804688,0.7423977255821228,11.868524551391602,-26.295682907104492,12.874520301818848,-15.874639511108398,8.997770309448242,-20.31306266784668,9.189534187316895,-10.038534164428711,6.883178234100342,-23.079877853393555,10.715865135192871,-9.45312213897705,9.640249252319336,-11.650991439819336,7.49367618560791,-8.300853729248047,8.539429664611816,-9.029027938842773,8.48057746887207,105718,Folk,training
